0,BoneStab,0,29,0.4,0,,,,
0.3,SansBody,HandUp,,,,,,,
0.2,SansSlam,3,,,,,,,
0,GasterBlaster,1,0,0,166,325,0,0.1,0
0,BoneStab,3,29,0.4,0,,,,
0,SansAnimation,Idle,,,,,,,
0.5,HeartMode,0,,,,,,,
0.3,GasterBlaster,1,0,0,170,300,0,0.3,0.1
0,GasterBlaster,1,0,0,170,350,0,0.3,0.1
0,GasterBlaster,1,0,0,300,170,90,0.3,0.1
0,GasterBlaster,1,0,0,350,170,90,0.3,0.1
0.7,GasterBlaster,1,0,0,191,246,0,0.3,0.1
0,GasterBlaster,1,0,0,259,166,90,0.3,0.1
0,GasterBlaster,1,0,0,449,366,180,0.3,0.1
0,GasterBlaster,1,0,0,379,446,270,0.3,0.1
2,SansHead,Default,,
0.5,BlackScreen,1,,,,,,,
0,HeartTeleport,310,320,,,,,,
0,HeartMode,0,,
0,SansRepeat,,,,,,,,
0.3,CombatZoneSpeed,30,,,,,,,
0.9,GetHeartPos,HeartX,HeartY,,,,,,
0,HeartMaxFallSpeed,0,,,,,,,
0.6666,BlackScreen,0,,,,,,,
0,CombatZoneResizeInstant,-10,264,650,391,,,,
0,HeartTeleport,40,$HeartY,,,,,,
0,SansSlam,0,,,,,,,
0,GasterBlaster,0,0,0,600,280,180,0.1,0.5
0.1,GasterBlaster,0,0,0,600,300,180,0.1,0.4
0.1,GasterBlaster,0,0,0,600,320,180,0.1,0.3
0.1,GasterBlaster,0,0,0,600,340,180,0.1,0.2
0.1,GasterBlaster,0,0,0,600,360,180,0.1,0.1
0.6,GasterBlaster,0,0,0,600,370,180,0.1,0.5
0.1,GasterBlaster,0,0,0,600,350,180,0.1,0.4
0.1,GasterBlaster,0,0,0,600,330,180,0.1,0.3
0.1,GasterBlaster,0,0,0,600,310,180,0.1,0.2
0.1,GasterBlaster,0,0,0,600,300,180,0.1,0.1
0.5,BoneVRepeat,600,341,85,2,600,5,16,
0,GasterBlaster,0,0,0,600,310,180,0.4,0.1
0.3,BoneVRepeat,600,241,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,360,180,0.4,0.1
0.3,BoneVRepeat,600,341,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,310,180,0.4,0.1
0.3,BoneVRepeat,600,241,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,360,180,0.4,0.1
0.3,BoneVRepeat,600,341,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,310,180,0.4,0.1
0.3,BoneVRepeat,600,241,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,360,180,0.4,0.1
0.6,GasterBlaster,1,0,0,180,215,135,0,0.1
0.6,GasterBlaster,1,0,0,180,415,225,0,0.1
0.6,GasterBlaster,1,0,0,180,215,135,0,0.1
0.6,GasterBlaster,1,0,0,180,415,225,0,0.1
0.5,GasterBlaster,1,0,0,600,325,180,0.1,0.1
0.5,CombatZoneSpeed,540,,,,,,,
0.5,HeartMaxFallSpeed,330,,,,,,,
0,SansSlam,0,,,,,,,
0,CombatZoneResize,-10,264,410,391,,,,
0.8,GasterBlaster,1,640,480,370,226,90,0.2,0.1
0,GasterBlaster,1,640,480,370,426,270,0.2,0.1
0,SansEndRepeat,,,,,,,,
0.1,SansAnimation,Idle,,,,,,,
0,SansHead,Default,,,,,,,
0,SansX,320,,,,,,,
1.8,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.4,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,SansTorso,Default,,,,,,,
0,HeartTeleport,310,320,,,,,,
0,CombatZoneResizeInstant,289,300,341,351,,,,
0,HeartMode,0,,
0,SansHead,Default,,,,,,,
0,BoneStab,0,20,1,0.2
0.3,BoneStab,1,20,1,0.2
0.8,BoneStab,2,20,0.8,0.2
0.7,BoneStab,3,20,0.7,0.2
0.7,BoneStab,1,20,0.7,0.2
0.4,BoneStab,2,20,0.8,0.2
0.9,BoneStab,3,20,0.7,0.2
0.4,BoneStab,0,20,0.8,0.2
0,BoneStab,0,20,1,0.2
0.3,BoneStab,1,20,1,0.2
0.8,BoneStab,2,20,0.8,0.2
0.7,BoneStab,3,20,0.7,0.2
0.7,BoneStab,1,20,0.7,0.2
0.4,BoneStab,2,20,0.8,0.2
0.9,BoneStab,3,20,0.7,0.2
0.4,BoneStab,0,20,0.8,0.2 
1.8,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.4,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,251,251,391,391,,,,
0,HeartTeleport,320,320,,,,,,
0,HeartMode,0,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,SansSweat,1,,,,,,,
0,SansHead,Wink,,,,,,,
0,SansHead,Default,,,,,,,
0.2,GasterBlaster,1,0,0,280,170,90,0.3,0
0,GasterBlaster,1,0,0,330,170,90,0.3,0
0,GasterBlaster,1,0,0,170,280,0,0.3,0
0,GasterBlaster,1,0,0,170,330,0,0.3,0
0.5,GasterBlaster,0,0,0,170,370,0,0.1,0
0,GasterBlaster,0,0,0,370,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,360,0,0.1,0
0,GasterBlaster,0,0,0,360,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,350,0,0.1,0
0,GasterBlaster,0,0,0,350,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,340,0,0.1,0
0,GasterBlaster,0,0,0,340,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,330,0,0.1,0
0,GasterBlaster,0,0,0,330,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,320,0,0.1,0
0,GasterBlaster,0,0,0,320,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,310,0,0.1,0
0,GasterBlaster,0,0,0,310,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,300,0,0.1,0
0,GasterBlaster,0,0,0,300,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,290,0,0.1,0
0,GasterBlaster,0,0,0,290,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,280,0,0.1,0
0,GasterBlaster,0,0,0,280,170,90,0.1,0
0.45,GasterBlaster,0,0,0,440,260,180,0.1,0
0,GasterBlaster,0,0,0,440,270,180,0.1,0
0.1,GasterBlaster,0,0,0,440,280,180,0.1,0
0,GasterBlaster,0,0,0,440,290,180,0.1,0
0.1,GasterBlaster,0,0,0,440,300,180,0.1,0
0,GasterBlaster,0,0,0,440,310,180,0.1,0
0.1,GasterBlaster,0,0,0,440,320,180,0.1,0
0,GasterBlaster,0,0,0,440,330,180,0.1,0
0.1,GasterBlaster,0,0,0,440,340,180,0.1,0
0,GasterBlaster,0,0,0,440,350,180,0.1,0
0.1,GasterBlaster,0,0,0,440,360,180,0.1,0
0.45,GasterBlaster,0,0,0,260,440,270,0.1,0
0.1,GasterBlaster,0,0,0,270,440,270,0.1,0
0,GasterBlaster,0,0,0,280,440,270,0.1,0
0.1,GasterBlaster,0,0,0,290,440,270,0.1,0
0,GasterBlaster,0,0,0,300,440,270,0.1,0
0.1,GasterBlaster,0,0,0,310,440,270,0.1,0
0,GasterBlaster,0,0,0,320,440,270,0.1,0
0.1,GasterBlaster,0,0,0,330,440,270,0.1,0
0,GasterBlaster,0,0,0,340,440,270,0.1,0
0.1,GasterBlaster,0,0,0,350,440,270,0.1,0
0,GasterBlaster,0,0,0,360,440,270,0.1,0
0.45,GasterBlaster,0,0,0,440,370,180,0.1,0
0.1,GasterBlaster,0,0,0,440,360,180,0.1,0
0,GasterBlaster,0,0,0,440,350,180,0.1,0
0.1,GasterBlaster,0,0,0,440,340,180,0.1,0
0,GasterBlaster,0,0,0,440,330,180,0.1,0
0.1,GasterBlaster,0,0,0,440,320,180,0.1,0
0,GasterBlaster,0,0,0,440,310,180,0.1,0
0.1,GasterBlaster,0,0,0,440,300,180,0.1,0
0,GasterBlaster,0,0,0,440,290,180,0.1,0
0.1,GasterBlaster,0,0,0,440,280,180,0.1,0
0.45,GasterBlaster,0,0,0,370,170,90,0.1,1
0.1,GasterBlaster,0,0,0,360,170,90,0.1,1
0,GasterBlaster,0,0,0,350,170,90,0.1,1
0.1,GasterBlaster,0,0,0,340,170,90,0.1,1
0.1,GasterBlaster,0,0,0,290,170,90,0.1,1
0,GasterBlaster,0,0,0,280,170,90,0.1,0.1
0,GasterBlaster,0,0,0,270,170,90,0.1,0.1
0,GasterBlaster,0,0,0,260,170,90,0.1,0.1
0.5,GasterBlaster,0,0,0,170,260,0,0.1,0
0.1,GasterBlaster,0,0,0,170,270,0,0.1,0
0,GasterBlaster,0,0,0,170,280,0,0.1,0
0.1,GasterBlaster,0,0,0,170,290,0,0.1,0
0.1,SansBody,HandDown,,,,,,,
0,HeartMaxFallSpeed,600,,,,,,,
0.1,SansSlam,1,,,,,,,
0.2,BoneStab,1,29,0.4,0.1,,,,
0,SansAnimation,Idle,,,,,,,
0.6,HeartMode,0,,,,,,,
0,SansSweat,2,,,,,,,
0.2,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,2,0,0,170,320,0,0.4,0.1
0,GasterBlaster,2,0,0,570,320,180,0.4,0.1
0,SansSweat,3,,,,,,,
1.2,GasterBlaster,1,0,0,256,171,67.5,0.3,0
0,GasterBlaster,1,0,0,191,176,45,0.3,0
0,GasterBlaster,1,0,0,186,241,22.5,0.3,0
0.7,GasterBlaster,1,0,0,186,371,337.5,0.3,0
0,GasterBlaster,1,0,0,191,436,315,0.3,0
0,GasterBlaster,1,0,0,256,443.5,292.5,0.3,0
0.7,GasterBlaster,1,0,0,450,371,202.5,0.3,0
0,GasterBlaster,1,0,0,449,306,180,0.3,0
0,GasterBlaster,1,0,0,450,241,157.5,0.3,0
0.7,GasterBlaster,1,0,0,386,171,112.5,0.3,0
0,GasterBlaster,1,0,0,321,166,90,0.3,0
0,GasterBlaster,1,0,0,256,171,67.5,0.3,0
0.7,GasterBlaster,1,0,0,386,443.5,247.5,0.3,0
0,GasterBlaster,1,0,0,451,436,225,0.3,0
0,GasterBlaster,1,0,0,450,371,202.5,0.3,0
0.7,GasterBlaster,1,0,0,450,371,202.5,0,0
0,GasterBlaster,1,0,0,449,306,180,0,0
0,GasterBlaster,1,0,0,450,241,157.5,0,0
0.8,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.3,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,321,446,270,0.4,0.1
0,GasterBlaster,1,0,0,321,126,90,0.4,0.1
0,GasterBlaster,1,0,0,166,304,0,0.4,0.1
0,GasterBlaster,1,0,0,486,304,180,0.4,0.1
0.7,GasterBlaster,1,0,0,191,246,0,0.4,0.1
0,GasterBlaster,1,0,0,259,166,90,0.4,0.1
0,GasterBlaster,1,0,0,449,366,180,0.4,0.1
0,GasterBlaster,1,0,0,379,446,270,0.4,0.1
0,HeartMode,0,,,,,,,
0,SansText,this is it then...                      my special attack.,,,,
1.5,BlackScreen,1,,,,,,,
0,Sound,mus_bizarrovania,0,,,,,
0,Sound,Flash,,,,,,,
0,SansAnimation,Tired,,,,,,
0,SansHead,NoEyes,,
0,HeartTeleport,320,320,,,,,,
0.6666,BlackScreen,0,,,,,,,
0,CombatZoneResizeInstant,270,270,370,370,,,,
2,SansText,this is makes me                   get tired.,,,,
2,SansText,now i want to                      ask something.,,,,
3.5,SansText,so how's meekuzo                   doing right now?,,,,
2,SansText,i haven't seen                                him around since he                     started making cheat                             HP video.,,,,,,
1.5,SansText,there's alot videos                           that i watched.,,,,,
1.5,SansText,but hey.                                      cheating fangame was                         fine, right?,,,,,
4,SansText,wait.
2,SansText,you don't know                                          who is meekuzo,                               right?,,,,,
2,SansText,fine then.,,,,,
0,SansAnimation,,,,,,,,
1,SansHead,BlueEye,,,,,,,,
0.7,GasterBlaster,2,0,300,139,306,0,0.666,0.5
0,GasterBlaster,2,640,300,499,306,180,0.666,0.5
0.7,GasterBlaster,2,0,240,139,306,0,0.666,0.5
0,GasterBlaster,2,640,240,499,306,180,0.666,0.5
0.7,GasterBlaster,2,0,240,139,306,0,0.666,0.5
0,GasterBlaster,2,640,240,499,306,180,0.666,0.5
0.7,GasterBlaster,2,0,240,139,306,0,0.666,0.5
0,GasterBlaster,2,640,240,499,306,180,0.666,0.5
2,SansHead,ClosedEyes
0.7,GasterBlaster,2,0,240,139,306,0,0.666,0.5
0,GasterBlaster,2,640,240,499,306,180,0.666,0.5
0.7,GasterBlaster,2,0,240,139,306,0,0.666,0.5
0,GasterBlaster,2,640,240,499,306,180,0.666,0.5
0.7,GasterBlaster,2,0,240,139,306,0,0.666,0.5
0,GasterBlaster,2,640,240,499,306,180,0.666,0.5
2,SansText,if you don't mind...
2,SansText,shall we restart                                   this attack again?,,,,,,
1.5,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.6666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,Sound,mus_bizarrovania,,,,,,,
0,HeartMode,0,,,,,,,
0,CombatZoneResize,241,226,406,391,TLResume,,,
0,HeartTeleport,320,304,,,,,,
0,TLPause,,,,,,,,
0,GasterBlaster,1,0,0,191,306,0,0.3,0.1
0,GasterBlaster,1,0,0,321,166,90,0.3,0.1
0,GasterBlaster,1,0,0,449,306,180,0.3,0.1
0,GasterBlaster,1,0,0,321,446,270,0.3,0.1
0.5,GasterBlaster,1,0,0,191,176,45,0.3,0.1
0,GasterBlaster,1,0,0,451,176,135,0.3,0.1
0,GasterBlaster,1,0,0,451,436,225,0.3,0.1
0,GasterBlaster,1,0,0,191,436,315,0.3,0.1
0.7,GasterBlaster,1,0,0,191,246,0,0.3,0.1
0,GasterBlaster,1,0,0,259,166,90,0.3,0.1
0,GasterBlaster,1,0,0,449,366,180,0.3,0.1
0,GasterBlaster,1,0,0,379,446,270,0.3,0.1
1.5,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.6666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,121,276,526,391,TLResume,,,
0,HeartMode,1,,,,,,,
0,HeartTeleport,320,376,,,,,,
0,BoneVRepeat,128,341,45,0,350,4,16,
0,BoneVRepeat,512,341,45,2,350,4,16,
0.1,GasterBlaster,0,0,0,320,215,90,0.1,1.6
0.06,GasterBlaster,0,0,0,330,215,90,0,1.6
0.06,GasterBlaster,0,0,0,310,215,90,0,1.5
0,GasterBlaster,0,0,0,340,215,90,0,1.5
0.06,GasterBlaster,0,0,0,300,215,90,0,1.4
0,GasterBlaster,0,0,0,350,215,90,0,1.4
0.06,GasterBlaster,0,0,0,290,215,90,0,1.3
0,GasterBlaster,0,0,0,360,215,90,0,1.3
0.06,GasterBlaster,0,0,0,280,215,90,0,1.2
0,GasterBlaster,0,0,0,370,215,90,0,1.2
0.06,GasterBlaster,0,0,0,270,215,90,0,1.1
0,GasterBlaster,0,0,0,380,215,90,0,1.1
0.06,GasterBlaster,0,0,0,260,215,90,0,1
0,GasterBlaster,0,0,0,390,215,90,0,1
0.06,GasterBlaster,0,0,0,250,215,90,0,0.9
0,GasterBlaster,0,0,0,400,215,90,0,0.9
0.06,GasterBlaster,0,0,0,240,215,90,0,0.8
0,GasterBlaster,0,0,0,410,215,90,0,0.8
0.06,GasterBlaster,0,0,0,230,215,90,0,0.7
0,GasterBlaster,0,0,0,420,215,90,0,0.7
0.06,GasterBlaster,0,0,0,220,215,90,0,0.6
0,GasterBlaster,0,0,0,430,215,90,0,0.6
0.06,GasterBlaster,0,0,0,210,215,90,0,0.5
0,GasterBlaster,0,0,0,440,215,90,0,0.5
0.06,GasterBlaster,0,0,0,200,215,90,0,0.4
0,GasterBlaster,0,0,0,450,215,90,0,0.4
0.06,GasterBlaster,0,0,0,190,215,90,0,0.3
0,GasterBlaster,0,0,0,460,215,90,0,0.3
0.06,GasterBlaster,0,0,0,180,215,90,0,0.2
0,GasterBlaster,0,0,0,470,215,90,0,0.2
0.06,GasterBlaster,0,0,0,170,215,90,0,0.1
0,GasterBlaster,0,0,0,480,215,90,0,0.1
0.06,GasterBlaster,0,0,0,160,215,90,0,0
0,GasterBlaster,0,0,0,490,215,90,0,0
0.2,GasterBlaster,1,0,0,70,365,0,0.3,0.1
0,GasterBlaster,1,0,0,596,365,180,0.3,0.1
1,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.6666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,241,226,406,391,TLResume,,,
0,HeartMode,0,,,,,,,
0,HeartTeleport,320,304,,,,,,
0.2,SansBody,HandLeft,,,,,,,
0.2,SansSlam,2,,,,,,,
0,GasterBlaster,1,0,0,325,166,90,0.1,0
0,BoneStab,2,29,0.4,0,,,,
0.3,SansBody,HandDown,,,,,,,
0.2,SansSlam,1,,,,,,,
0,GasterBlaster,1,0,0,166,315,0,0.1,0
0,BoneStab,1,29,0.4,0,,,,
0.3,SansBody,HandRight,,,,,,,
0.2,SansSlam,0,,,,,,,
0,GasterBlaster,1,0,0,315,166,90,0.1,0
0,BoneStab,0,29,0.4,0,,,,
0.3,SansBody,HandUp,,,,,,,
0.2,SansSlam,3,,,,,,,
0,GasterBlaster,1,0,0,166,325,0,0.1,0
0,BoneStab,3,29,0.4,0,,,,
0,SansAnimation,Idle,,,,,,,
0.5,HeartMode,0,,,,,,,
0.3,GasterBlaster,1,0,0,170,300,0,0.3,0.1
0,GasterBlaster,1,0,0,170,350,0,0.3,0.1
0,GasterBlaster,1,0,0,300,170,90,0.3,0.1
0,GasterBlaster,1,0,0,350,170,90,0.3,0.1
0.7,GasterBlaster,1,0,0,191,246,0,0.3,0.1
0,GasterBlaster,1,0,0,259,166,90,0.3,0.1
